internal_id,player_name,first_name,last_name,team,fa_class,position,normed_position,minor_league_level
206,Gabriel Noriega,Gabriel,Noriega,MIL,2018,SS,batter,AA
559,Yadiel Rivera,Yadiel,Rivera,MIL,2018,SS,batter,AAA
389,Michael Reed,Michael,Reed,MIL,2018,OF,batter,AA
224,Henry Centeno,Henry,Centeno,MIN,2018,RHP,pitcher,Hi A
98,Chris Heston,Chris,Heston,MIN,2018,RHP,pitcher,AAA
316,Kam Mickolio,Kam,Mickolio,MIN,2018,RHP,pitcher,AAA
565,Yohan Pino,Yohan,Pino,MIN,2018,RHP,pitcher,AAA
151,Dereck Rodriguez,Dereck,Rodriguez,MIN,2018,RHP,pitcher,AA
143,David Hurlbut,David,Hurlbut,MIN,2018,LHP,pitcher,AAA
477,Ryan O’Rourke,Ryan,O’Rourke,MIN,2018,LHP,pitcher,AAA
381,Matt Tracy,Matt,Tracy,MIN,2018,LHP,pitcher,AA
83,Carlos Paulino,Carlos,Paulino,MIN,2018,C,batter,AAA
561,Yeison Perez,Yeison,Perez,MIN,2018,C,batter,DSL
148,Davinson Pimentel,Davinson,Pimentel,MIN,2018,C,batter,DSL
372,Matt Hague,Matt,Hague,MIN,2018,1B,batter,AAA
289,Jonathan Rodriguez,Jonathan,Rodriguez,MIN,2018,1B,batter,AA
29,Andy Wilkins,Andy,Wilkins,MIN,2018,1B,batter,AA
517,Tommy Field,Tommy,Field,MIN,2018,2B,batter,AAA
423,Niko Goodrum,Niko,Goodrum,MIN,2018,2B,batter,AAA
341,Leonardo Reginatto,Leonardo,Reginatto,MIN,2018,SS,batter,AAA
237,J.B. Shuck,J.B.,Shuck,MIN,2018,OF,batter,AAA
478,Ryan Strausborger,Ryan,Strausborger,MIN,2018,OF,batter,AA
286,Jonathan Albaladejo,Jonathan,Albaladejo,NYM,2018,RHP,pitcher,AAA
400,Mitch Atkins,Mitch,Atkins,NYM,2018,RHP,pitcher,AAA
53,Blake Beavan,Blake,Beavan,NYM,2018,RHP,pitcher,AA
547,Wilfredo Boscan,Wilfredo,Boscan,NYM,2018,RHP,pitcher,AAA
125,Cory Burns,Cory,Burns,NYM,2018,RHP,pitcher,AA
190,Erik Goeddel,Erik,Goeddel,NYM,2018,RHP,pitcher,AAA
158,Donovan Hand,Donovan,Hand,NYM,2018,RHP,pitcher,R
355,Luis Mateo,Luis,Mateo,NYM,2018,RHP,pitcher,AAA
126,Craig Missigman,Craig,Missigman,NYM,2018,RHP,pitcher,Hi A
438,Pedro Perez,Pedro,Perez,NYM,2018,RHP,pitcher,R
534,Tyler Pill,Tyler,Pill,NYM,2018,RHP,pitcher,AAA
51,Ben Rowen,Ben,Rowen,NYM,2018,RHP,pitcher,AAA
413,Neil Wagner,Neil,Wagner,NYM,2018,RHP,pitcher,AAA
50,Beck Wheeler,Beck,Wheeler,NYM,2018,RHP,pitcher,AAA
11,Alberto Baldonado,Alberto,Baldonado,NYM,2018,LHP,pitcher,AAA
326,Kevin Canelon,Kevin,Canelon,NYM,2018,LHP,pitcher,Hi A
515,Tom Gorzelanny,Tom,Gorzelanny,NYM,2018,LHP,pitcher,AAA
558,Xorge Carrillo,Xorge,Carrillo,NYM,2018,C,batter,AAA
540,Victor Moscote,Victor,Moscote,NYM,2018,C,batter,Hi A
406,Natanael Ramos,Natanael,Ramos,NYM,2018,C,batter,Lo A
115,Cody Decker,Cody,Decker,NYM,2018,1B,batter,AAA
238,J.C. Rodriguez,J.C.,Rodriguez,NYM,2018,2B,batter,Hi A
272,Jio Mier,Jio,Mier,NYM,2018,SS,batter,AAA
218,Gustavo Nunez,Gustavo,Nunez,NYM,2018,SS,batter,AA
300,Josh Rodriguez,Josh,Rodriguez,NYM,2018,SS,batter,AAA
539,Victor Cruzado,Victor,Cruzado,NYM,2018,OF,batter,AAA
522,Travis Snider,Travis,Snider,NYM,2018,OF,batter,AAA
523,Travis Taijeron,Travis,Taijeron,NYM,2018,OF,batter,AAA
121,Colten Brewer,Colten,Brewer,NYY,2018,RHP,pitcher,AA
304,Juan Jimenez,Juan,Jimenez,NYY,2018,RHP,pitcher,R
530,Tyler Jones,Tyler,Jones,NYY,2018,RHP,pitcher,Hi A
296,Jose Pena,Jose,Pena,NYY,2018,RHP,pitcher,AAA
171,Eduardo Rivera,Eduardo,Rivera,NYY,2018,RHP,pitcher,SS
132,Daniel Camarena,Daniel,Camarena,NYY,2018,LHP,pitcher,AA
274,Joe Mantiply,Joe,Mantiply,NYY,2018,LHP,pitcher,AAA
188,Eric Wooten,Eric,Wooten,NYY,2018,LHP,pitcher,AA
548,Wilkin Castillo,Wilkin,Castillo,NYY,2018,C,batter,AAA
318,Kellin Deglan,Kellin,Deglan,NYY,2018,C,batter,AA
168,Eddy Rodriguez,Eddy,Rodriguez,NYY,2018,C,batter,AAA
546,Wes Wilson,Wes,Wilson,NYY,2018,C,batter,Hi A
159,Donovan Solano,Donovan,Solano,NYY,2018,2B,batter,AAA
139,Dante Bichette Jr.,Dante,Bichette Jr.,NYY,2018,3B,batter,AA
111,Cito Culver,Cito,Culver,NYY,2018,SS,batter,AAA
368,Mason Williams,Mason,Williams,NYY,2018,OF,batter,AAA
569,Yordys Alejo,Yordys,Alejo,OAK,2018,RHP,pitcher,Lo A
343,Logan Bawcom,Logan,Bawcom,OAK,2018,RHP,pitcher,AAA
99,Chris Jensen,Chris,Jensen,OAK,2018,RHP,pitcher,AAA
2,Aaron Kurcz,Aaron,Kurcz,OAK,2018,RHP,pitcher,AA
82,Carlos Navas,Carlos,Navas,OAK,2018,RHP,pitcher,AA
535,Tyler Sturdevant,Tyler,Sturdevant,OAK,2018,RHP,pitcher,AA
198,Felix Doubront,Felix,Doubront,OAK,2018,LHP,pitcher,AAA
62,Brandon Mann,Brandon,Mann,OAK,2018,LHP,pitcher,AA
437,Patrick Schuster,Patrick,Schuster,OAK,2018,LHP,pitcher,AAA
375,Matt McBride,Matt,McBride,OAK,2018,C,batter,AAA
28,Andy Paz,Andy,Paz,OAK,2018,C,batter,AA
38,Argenis Raga,Argenis,Raga,OAK,2018,C,batter,Hi A
94,Chris Carter,Chris,Carter,OAK,2018,1B,batter,AAA
543,Viosergy Rosa,Viosergy,Rosa,OAK,2018,1B,batter,AA
267,Jermaine Curtis,Jermaine,Curtis,OAK,2018,3B,batter,AA
325,Kenny Wilson,Kenny,Wilson,OAK,2018,OF,batter,AAA
386,Michael Mariot,Michael,Mariot,PHI,2018,RHP,pitcher,AAA
122,Colton Murray,Colton,Murray,PHI,2018,RHP,pitcher,AA
392,Miguel Nunez,Miguel,Nunez,PHI,2018,RHP,pitcher,AA
268,Jesen Therrien,Jesen,Therrien,PHI,2018,RHP,pitcher,AAA
88,Cesar Ramos,Cesar,Ramos,PHI,2018,LHP,pitcher,AAA
435,Pat Venditte,Pat,Venditte,PHI,2018,LHP,pitcher,AAA
554,Wilson Garcia,Wilson,Garcia,PHI,2018,C,batter,Hi A
91,Chace Numata,Chace,Numata,PHI,2018,C,batter,AA
422,Nick Rickles,Nick,Rickles,PHI,2018,C,batter,AAA
247,Jake Fox,Jake,Fox,PHI,2018,1B,batter,AA
70,Brock Stassi,Brock,Stassi,PHI,2018,1B,batter,AAA
34,Angelo Mora,Angelo,Mora,PHI,2018,2B,batter,AAA
220,Harold Martinez,Harold,Martinez,PHI,2018,3B,batter,AA
221,Hector Gomez,Hector,Gomez,PHI,2018,SS,batter,AAA
110,Christian Marrero,Christian,Marrero,PHI,2018,OF,batter,AAA
226,Herlis Rodriguez,Herlis,Rodriguez,PHI,2018,OF,batter,AAA
60,Brandon Cumpton,Brandon,Cumpton,PIT,2018,RHP,pitcher,AAA
351,Luis Heredia,Luis,Heredia,PIT,2018,RHP,pitcher,AA
259,Jason Stoffel,Jason,Stoffel,PIT,2018,RHP,pitcher,AAA
545,Wade LeBlanc,Wade,LeBlanc,PIT,2018,LHP,pitcher,AAA
481,Sammy Gonzalez,Sammy,Gonzalez,PIT,2018,C,batter,Hi A
516,Tomas Morales,Tomas,Morales,PIT,2018,C,batter,AA
241,Jackson Williams,Jackson,Williams,PIT,2018,C,batter,AAA
173,Edwin Espinal,Edwin,Espinal,PIT,2018,1B,batter,AAA
81,Carlos Munoz,Carlos,Munoz,PIT,2018,1B,batter,Hi A
278,Joey Terdoslavich,Joey,Terdoslavich,PIT,2018,1B,batter,AAA
320,Kelson Brown,Kelson,Brown,PIT,2018,SS,batter,R
20,Anderson Feliz,Anderson,Feliz,PIT,2018,SS,batter,AAA
17,Alfredo Reyes,Alfredo,Reyes,PIT,2018,SS,batter,Hi A
137,Danny Ortiz,Danny,Ortiz,PIT,2018,OF,batter,AAA
290,Jonathan Schwind,Jonathan,Schwind,PIT,2018,OF,batter,AA
365,Mark Montgomery,Mark,Montgomery,STL,2018,RHP,pitcher,AAA
393,Miguel Socolovich,Miguel,Socolovich,STL,2018,RHP,pitcher,AAA
302,Josh Zeid,Josh,Zeid,STL,2018,RHP,pitcher,AAA
205,Gabriel Lino,Gabriel,Lino,STL,2018,C,batter,AAA
12,Alberto Rosario,Alberto,Rosario,STL,2018,C,batter,AAA
35,Anthony Garcia,Anthony,Garcia,STL,2018,OF,batter,AA
419,Nick Martini,Nick,Martini,STL,2018,OF,batter,AAA
75,C.J. McElroy,C.J.,McElroy,STL,2018,OF,batter,AA
106,Christian Bethancourt,Christian,Bethancourt,SDP,2018,RHP,pitcher,Hi A
564,Yimmi Brasoban,Yimmi,Brasoban,SDP,2018,RHP,pitcher,AA
246,Jake Esch,Jake,Esch,SDP,2018,RHP,pitcher,AA
191,Erik Johnson,Erik,Johnson,SDP,2018,RHP,pitcher,AAA
396,Mike Kelly,Mike,Kelly,SDP,2018,RHP,pitcher,AA
374,Matt Magill,Matt,Magill,SDP,2018,RHP,pitcher,AAA
21,Andre Rienzo,Andre,Rienzo,SDP,2018,RHP,pitcher,AAA
73,Bryan Rodriguez,Bryan,Rodriguez,SDP,2018,RHP,pitcher,AAA
89,Cesar Vargas,Cesar,Vargas,SDP,2018,RHP,pitcher,Hi A
518,Tony Cruz,Tony,Cruz,SDP,2018,C,batter,AAA
86,Casey McElroy,Casey,McElroy,SDP,2018,2B,batter,AAA
424,Noah Perio,Noah,Perio,SDP,2018,2B,batter,AA
155,Diego Goris,Diego,Goris,SDP,2018,3B,batter,AAA
93,Chris Bono,Chris,Bono,SDP,2018,OF,batter,R
417,Nick Buss,Nick,Buss,SDP,2018,OF,batter,AAA
174,Edwin Moreno,Edwin,Moreno,SDP,2018,OF,batter,Hi A
446,Rafael Ortega,Rafael,Ortega,SDP,2018,OF,batter,AAA
77,Carlos Alvarado,Carlos,Alvarado,SFG,2018,RHP,pitcher,AA
120,Collin Balester,Collin,Balester,SFG,2018,RHP,pitcher,AAA
538,Vic Black,Vic,Black,SFG,2018,RHP,pitcher,AA
568,Yordy Cabrera,Yordy,Cabrera,SFG,2018,RHP,pitcher,Lo A
117,Cody Hall,Cody,Hall,SFG,2018,RHP,pitcher,AA
500,Stephen Johnson,Stephen,Johnson,SFG,2018,RHP,pitcher,AA
84,Casey Kelly,Casey,Kelly,SFG,2018,RHP,pitcher,AAA
308,Julio Pena,Julio,Pena,SFG,2018,RHP,pitcher,Lo A
491,Seth Rosin,Seth,Rosin,SFG,2018,RHP,pitcher,AA
253,Jarret Martin,Jarret,Martin,SFG,2018,LHP,pitcher,AA
408,Nate Reed,Nate,Reed,SFG,2018,LHP,pitcher,AA
378,Matt Reynolds,Matt,Reynolds,SFG,2018,LHP,pitcher,AAA
332,Kraig Sitton,Kraig,Sitton,SFG,2018,LHP,pitcher,AAA
405,Myles Schroder,Myles,Schroder,SFG,2018,C,batter,AA
176,Eliezer Zambrano,Eliezer,Zambrano,SFG,2018,C,batter,AA
128,Cristian Paulino,Cristian,Paulino,SFG,2018,3B,batter,Hi A
18,Ali Castillo,Ali,Castillo,SFG,2018,SS,batter,AAA
79,Carlos Garcia,Carlos,Garcia,SFG,2018,SS,batter,AA
450,Rando Moreno,Rando,Moreno,SFG,2018,SS,batter,AA
311,Juniel Querecuto,Juniel,Querecuto,SFG,2018,SS,batter,AAA
557,Wynton Bernard,Wynton,Bernard,SFG,2018,OF,batter,AAA
497,Shawon Dunston Jr.,Shawon,Dunston Jr.,SFG,2018,OF,batter,Lo A
498,Slade Heathcott,Slade,Heathcott,SFG,2018,OF,batter,AAA
476,Ryan Lollis,Ryan,Lollis,SFG,2018,OF,batter,AAA
287,Jonathan Aro,Jonathan,Aro,SEA,2018,RHP,pitcher,AAA
448,Ralston Cash,Ralston,Cash,SEA,2018,RHP,pitcher,AA
526,Tyler Cloyd,Tyler,Cloyd,SEA,2018,RHP,pitcher,AAA
312,Justin De Fratus,Justin,De Fratus,SEA,2018,RHP,pitcher,AA
464,Ronald Dominguez,Ronald,Dominguez,SEA,2018,RHP,pitcher,Lo A
72,Bryan Evans,Bryan,Evans,SEA,2018,RHP,pitcher,AA
479,Ryne Harper,Ryne,Harper,SEA,2018,RHP,pitcher,AAA
475,Ryan Kelly,Ryan,Kelly,SEA,2018,RHP,pitcher,AA
531,Tyler Knigge,Tyler,Knigge,SEA,2018,RHP,pitcher,AA
85,Casey Lawrence,Casey,Lawrence,SEA,2018,RHP,pitcher,AAA
194,Evan Marshall,Evan,Marshall,SEA,2018,RHP,pitcher,AAA
69,Brian McAfee,Brian,McAfee,SEA,2018,RHP,pitcher,SS
384,Micah Owings,Micah,Owings,SEA,2018,RHP,pitcher,AA
55,Blake Perry,Blake,Perry,SEA,2018,RHP,pitcher,AA
195,Fabian Roman,Fabian,Roman,SEA,2018,RHP,pitcher,SS
166,Dylan Unsworth,Dylan,Unsworth,SEA,2018,RHP,pitcher,AA
4,Aaron West,Aaron,West,SEA,2018,RHP,pitcher,AA
40,Aronny Cruz,Aronny,Cruz,SEA,2018,LHP,pitcher,DSL
334,Kyle Hunter,Kyle,Hunter,SEA,2018,LHP,pitcher,AA
150,Dean Kiekhefer,Dean,Kiekhefer,SEA,2018,LHP,pitcher,AAA
42,Ashur Tolliver,Ashur,Tolliver,SEA,2018,LHP,pitcher,AA
415,Nevin Ashley,Nevin,Ashley,SEA,2018,C,batter,AAA
505,Steven Baron,Steven,Baron,SEA,2018,C,batter,AA
16,Alexander Capriata,Alexander,Capriata,SEA,2018,C,batter,AAA
363,Marcus Littlewood,Marcus,Littlewood,SEA,2018,C,batter,AA
533,Tyler Marlette,Tyler,Marlette,SEA,2018,C,batter,AA
41,Arturo Nieto,Arturo,Nieto,SEA,2018,C,batter,Hi A
566,Yojhan Quevedo,Yojhan,Quevedo,SEA,2018,C,batter,Lo A
471,Ryan Casteel,Ryan,Casteel,SEA,2018,1B,batter,AA
443,Rafael Fernandez,Rafael,Fernandez,SEA,2018,2B,batter,Hi A
495,Shawn O’Malley,Shawn,O’Malley,SEA,2018,2B,batter,AAA
414,Nelson Ward,Nelson,Ward,SEA,2018,2B,batter,AA
211,Gianfranco Wawoe,Gianfranco,Wawoe,SEA,2018,2B,batter,Hi A
279,Joey Wong,Joey,Wong,SEA,2018,SS,batter,AAA
553,Willie Argo,Willie,Argo,SEA,2018,OF,batter,AA
339,Kyle Waldrop,Kyle,Waldrop,SEA,2018,OF,batter,AAA
230,Hunter Adkins,Hunter,Adkins,TBR,2018,RHP,pitcher,AA
261,Jeff Ames,Jeff,Ames,TBR,2018,RHP,pitcher,AAA
199,Fernando Baez,Fernando,Baez,TBR,2018,RHP,pitcher,Hi A
394,Mike Broadway,Mike,Broadway,TBR,2018,RHP,pitcher,AAA
244,Jairo Munoz,Jairo,Munoz,TBR,2018,RHP,pitcher,Hi A
340,Kyle Winkler,Kyle,Winkler,TBR,2018,RHP,pitcher,AA
344,Logan Darnell,Logan,Darnell,TBR,2018,LHP,pitcher,AA
216,Grayson Garvin,Grayson,Garvin,TBR,2018,LHP,pitcher,AA
390,Michael Roth,Michael,Roth,TBR,2018,LHP,pitcher,AAA
291,Jonny Venters,Jonny,Venters,TBR,2018,LHP,pitcher,AAA
129,Curt Casali,Curt,Casali,TBR,2018,C,batter,AAA
388,Michael McKenry,Michael,McKenry,TBR,2018,C,batter,AAA
314,Justin O’Conner,Justin,O’Conner,TBR,2018,C,batter,AAA
469,Ryan Brett,Ryan,Brett,TBR,2018,2B,batter,AAA
436,Patrick Leonard,Patrick,Leonard,TBR,2018,3B,batter,AAA
248,Jake Hager,Jake,Hager,TBR,2018,SS,batter,AAA
214,Granden Goetzman,Granden,Goetzman,TBR,2018,OF,batter,Hi A
87,Cesar Puello,Cesar,Puello,TBR,2018,OF,batter,AAA
45,Austin Bibens-Dirkx,Austin,Bibens-Dirkx,TEX,2018,RHP,pitcher,AAA
433,Paolo Espino,Paolo,Espino,TEX,2018,RHP,pitcher,AAA
457,Richelson Pena,Richelson,Pena,TEX,2018,RHP,pitcher,AA
298,Jose Valdespina,Jose,Valdespina,TEX,2018,RHP,pitcher,Hi A
322,Kelvin Vasquez,Kelvin,Vasquez,TEX,2018,RHP,pitcher,Hi A
19,Allen Webster,Allen,Webster,TEX,2018,RHP,pitcher,AAA
140,Dario Alvarez,Dario,Alvarez,TEX,2018,LHP,pitcher,AAA
7,Adam Loewen,Adam,Loewen,TEX,2018,LHP,pitcher,AAA
271,Jimmy Reyes,Jimmy,Reyes,TEX,2018,LHP,pitcher,AAA
67,Brett Hayes,Brett,Hayes,TEX,2018,C,batter,AAA
1,A.J. Jimenez,A.J.,Jimenez,TEX,2018,C,batter,AAA
503,Steve Lerud,Steve,Lerud,TEX,2018,C,batter,AA
330,Kevin Torres,Kevin,Torres,TEX,2018,C,batter,AAA
185,Eric Aguilera,Eric,Aguilera,TEX,2018,1B,batter,AA
160,Doug Bernier,Doug,Bernier,TEX,2018,SS,batter,AAA
178,Elio Castillo,Elio,Castillo,TEX,2018,SS,batter,Hi A
354,Luis Marte,Luis,Marte,TEX,2018,SS,batter,AA
356,Luis Mendez,Luis,Mendez,TEX,2018,SS,batter,Hi A
249,Jared Hoying,Jared,Hoying,TEX,2018,OF,batter,AAA
373,Matt Lipka,Matt,Lipka,TEX,2018,OF,batter,Hi A
342,Leonel Campos,Leonel,Campos,TOR,2018,RHP,pitcher,AAA
133,Daniel Canellas,Daniel,Canellas,TOR,2018,RHP,pitcher,Lo A
10,Adonys Cardona,Adonys,Cardona,TOR,2018,RHP,pitcher,Hi A
507,Taylor Cole,Taylor,Cole,TOR,2018,RHP,pitcher,AAA
54,Blake McFarland,Blake,McFarland,TOR,2018,RHP,pitcher,AA
359,Luis Santos,Luis,Santos,TOR,2018,RHP,pitcher,AAA
56,Bo Schultz,Bo,Schultz,TOR,2018,RHP,pitcher,AAA
104,Chris Smith,Chris,Smith,TOR,2018,RHP,pitcher,AAA
403,Murphy Smith,Murphy,Smith,TOR,2018,RHP,pitcher,AAA
283,John Stilson,John,Stilson,TOR,2018,RHP,pitcher,AAA
284,John Straka,John,Straka,TOR,2018,RHP,pitcher,Hi A
324,Kender Villegas,Kender,Villegas,TOR,2018,RHP,pitcher,AA
440,Philip Walby,Philip,Walby,TOR,2018,RHP,pitcher,Hi A
210,George Carroll,George,Carroll,TOR,2018,C,batter,Hi A
352,Luis Liriano,Luis,Liriano,TOR,2018,C,batter,DSL
444,Rafael Lopez,Rafael,Lopez,TOR,2018,C,batter,AAA
295,Jose Mayorga,Jose,Mayorga,TOR,2018,C,batter,AAA
15,Alex Monsalve,Alex,Monsalve,TOR,2018,C,batter,AA
285,Jon Berti,Jon,Berti,TOR,2018,2B,batter,AAA
109,Christian Lopes,Christian,Lopes,TOR,2018,2B,batter,AAA
370,Matt Dean,Matt,Dean,TOR,2018,3B,batter,AA
492,Shane Opitz,Shane,Opitz,TOR,2018,SS,batter,AAA
217,Gregorio Petit,Gregorio,Petit,TOR,2018,SS,batter,AAA
141,Darrell Ceciliani,Darrell,Ceciliani,TOR,2018,OF,batter,AAA
152,Derrick Loveless,Derrick,Loveless,TOR,2018,OF,batter,AA
297,Jose Tabata,Jose,Tabata,TOR,2018,OF,batter,AAA
204,Gabriel Arias,Gabriel,Arias,WSN,2018,RHP,pitcher,AAA
508,Taylor Hill,Taylor,Hill,WSN,2018,RHP,pitcher,AA
329,Kevin Jepsen,Kevin,Jepsen,WSN,2018,RHP,pitcher,AAA
252,Jaron Long,Jaron,Long,WSN,2018,RHP,pitcher,AAA
445,Rafael Martin,Rafael,Martin,WSN,2018,RHP,pitcher,AAA
212,Gilberto Mendez,Gilberto,Mendez,WSN,2018,RHP,pitcher,Hi A
490,Sean O’Sullivan,Sean,O’Sullivan,WSN,2018,RHP,pitcher,AAA
412,Neil Ramirez,Neil,Ramirez,WSN,2018,RHP,pitcher,AAA
25,Andrew Robinson,Andrew,Robinson,WSN,2018,RHP,pitcher,AA
118,Cody Satterwhite,Cody,Satterwhite,WSN,2018,RHP,pitcher,AAA
338,Kyle Schepel,Kyle,Schepel,WSN,2018,RHP,pitcher,AA
510,Tim Collins,Tim,Collins,WSN,2018,LHP,pitcher,AA
409,Neal Cotts,Neal,Cotts,WSN,2018,LHP,pitcher,AAA
64,Braulio Lara,Braulio,Lara,WSN,2018,LHP,pitcher,AA
154,Devin Ivany,Devin,Ivany,WSN,2018,C,batter,AA
27,Andruth Ramirez,Andruth,Ramirez,WSN,2018,C,batter,AAA
379,Matt Skole,Matt,Skole,WSN,2018,1B,batter,AAA
63,Brandon Snyder,Brandon,Snyder,WSN,2018,1B,batter,AAA
411,Neftali Soto,Neftali,Soto,WSN,2018,1B,batter,AAA
182,Emmanuel Burriss,Emmanuel,Burriss,WSN,2018,2B,batter,AAA
124,Corban Joseph,Corban,Joseph,WSN,2018,2B,batter,AA
385,Michael Almanzar,Michael,Almanzar,WSN,2018,3B,batter,AAA
364,Mario Lisson,Mario,Lisson,WSN,2018,3B,batter,AA
52,Benji Gonzalez,Benji,Gonzalez,WSN,2018,SS,batter,AAA
276,Joey Butler,Joey,Butler,WSN,2018,OF,batter,AAA
92,Chad Huffman,Chad,Huffman,WSN,2018,OF,batter,AAA
